"PathwayID","GeneID","Symbol","Description"
"hsa00071","37","ACADVL","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","38","ACAT1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","39","ACAT2","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","501","ALDH7A1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","51","ACOX1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","51703","ACSL5","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","81616","ACSBG2","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","8310","ACOX3","Fatty acid degradation - Homo sapiens (human)"
"hsa00100","1056","CEL","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","10682","EBP","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","120227","CYP2R1","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","1591","CYP24A1","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","1594","CYP27B1","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","1595","CYP51A1","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","1717","DHCR7","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","1718","DHCR24","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","2222","FDFT1","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","3930","LBR","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","3988","LIPA","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","4047","LSS","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","50814","NSDHL","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","51478","HSD17B7","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","6307","MSMO1","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","6309","SC5D","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","6646","SOAT1","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","6713","SQLE","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","7108","TM7SF2","Steroid biosynthesis - Homo sapiens (human)"
"hsa00100","8435","SOAT2","Steroid biosynthesis - Homo sapiens (human)"
"hsa00120","10005","ACOT8","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","10858","CYP46A1","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","10998","SLC27A5","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","1109","AKR1C4","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","1581","CYP7A1","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","1582","CYP8B1","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","1593","CYP27A1","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","23600","AMACR","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","3295","HSD17B4","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","51302","CYP39A1","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","570","BAAT","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","6342","SCP2","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","6718","AKR1D1","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","80270","HSD3B7","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","8309","ACOX2","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","9023","CH25H","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00120","9420","CYP7B1","Primary bile acid biosynthesis - Homo sapiens (human)"
"hsa00130","10229","COQ7","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","154807","VKORC1L1","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","1728","NQO1","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","2677","GGCX","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","27235","COQ2","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","3242","HPD","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","51004","COQ6","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","51805","COQ3","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","6898","TAT","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","79001","VKORC1","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00130","84274","COQ5","Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"
"hsa00140","100861540","CYP3A7-CYP3A51P","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","10720","UGT2B11","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","10941","UGT2A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1109","AKR1C4","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1312","COMT","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1543","CYP1A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1544","CYP1A2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1545","CYP1B1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1551","CYP3A7","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1571","CYP2E1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1576","CYP3A4","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1577","CYP3A5","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1581","CYP7A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1583","CYP11A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1584","CYP11B1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1585","CYP11B2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1586","CYP17A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1588","CYP19A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1589","CYP21A2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1645","AKR1C1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","1646","AKR1C2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","220074","LRTOMT","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","3283","HSD3B1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","3284","HSD3B2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","3290","HSD11B1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","3291","HSD11B2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","3292","HSD17B1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","3293","HSD17B3","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","3294","HSD17B2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","374875","HSD11B1L","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","412","STS","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","51144","HSD17B12","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","51170","HSD17B11","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","51478","HSD17B7","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54490","UGT2B28","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54575","UGT1A10","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54576","UGT1A8","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54577","UGT1A7","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54578","UGT1A6","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54579","UGT1A5","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54600","UGT1A9","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54657","UGT1A4","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54658","UGT1A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","54659","UGT1A3","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","574537","UGT2A2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","6715","SRD5A1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","6716","SRD5A2","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","6718","AKR1D1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","6783","SULT1E1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","6820","SULT2B1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","7363","UGT2B4","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","7364","UGT2B7","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","7365","UGT2B10","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","7366","UGT2B15","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","7367","UGT2B17","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","79154","DHRS11","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","7923","HSD17B8","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","79644","SRD5A3","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","79799","UGT2A3","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","8630","HSD17B6","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","8644","AKR1C3","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00140","9420","CYP7B1","Steroid hormone biosynthesis - Homo sapiens (human)"
"hsa00190","100532726","NDUFC2-KCTD14","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","10063","COX17","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","101927180","LOC101927180","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","10312","TCIRG1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","10476","ATP5PD","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","10632","ATP5MG","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","107984365","LOC107984365","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","10975","UQCR11","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","124901481","LOC124901481","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","125965","COX6B2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","126328","NDUFA11","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","127124","ATP6V1G3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1327","COX4I1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1329","COX5B","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1337","COX6A1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1339","COX6A2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1340","COX6B1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1345","COX6C","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1346","COX7A1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1347","COX7A2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1349","COX7B","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1350","COX7C","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1351","COX8A","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1352","COX10","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1353","COX11","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1355","COX15","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","1537","CYC1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","155066","ATP6V0E2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","170712","COX7B2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","23545","ATP6V0A2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","245972","ATP6V0D2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","245973","ATP6V1C2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","267020","ATP5MGL","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","27068","PPA2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","27089","UQCRQ","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","29796","UQCR10","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","341947","COX8C","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","374291","NDUFS7","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","440567","UQCRHL","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4508","ATP6","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4509","ATP8","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4512","COX1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4513","COX2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4514","COX3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4519","CYTB","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4535","ND1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4536","ND2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4537","ND3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4538","ND4","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4539","ND4L","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4540","ND5","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4541","ND6","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4694","NDUFA1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4695","NDUFA2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4696","NDUFA3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4697","NDUFA4","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4698","NDUFA5","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4700","NDUFA6","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4701","NDUFA7","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4702","NDUFA8","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4704","NDUFA9","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4705","NDUFA10","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4706","NDUFAB1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4707","NDUFB1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4708","NDUFB2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4709","NDUFB3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4710","NDUFB4","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4711","NDUFB5","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4712","NDUFB6","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4713","NDUFB7","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4714","NDUFB8","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4715","NDUFB9","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4716","NDUFB10","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4717","NDUFC1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4718","NDUFC2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4719","NDUFS1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4720","NDUFS2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4722","NDUFS3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4723","NDUFV1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4724","NDUFS4","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4725","NDUFS5","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4726","NDUFS6","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4728","NDUFS8","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4729","NDUFV2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","4731","NDUFV3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","479","ATP12A","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","495","ATP4A","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","496","ATP4B","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","498","ATP5F1A","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","506","ATP5F1B","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","50617","ATP6V0A4","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","509","ATP5F1C","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","51079","NDUFA13","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","513","ATP5F1D","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","51382","ATP6V1D","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","514","ATP5F1E","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","515","ATP5PB","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","516","ATP5MC1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","51606","ATP6V1H","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","517","ATP5MC2","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","518","ATP5MC3","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","521","ATP5ME","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","522","ATP5PF","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","523","ATP6V1A","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","525","ATP6V1B1","Oxidative phosphorylation - Homo sapiens (human)"
"hsa00190","526","ATP6V1B2","Oxidative phosphorylation - Homo sapiens (human)"
